text,date,geo,hashtags,tweet_id,mentions,permalink,replies,retweets,replies_to,mentioned_urls
the emotional pain people don't see runs deep.pain from trauma often caused by someone they should have been able to trust=deep despair,2020-07-26 21:00:28+00:00,,,1.28749E+18,,https://twitter.com/AddictionAMS/status/1287493008250638336,0,2,davidthekick,https://twitter.com/davidthekick/status/1287040246664826880
completely agree ,2020-07-26 20:54:16+00:00,,,1.28749E+18,@1chesTinho,https://twitter.com/AddictionAMS/status/1287491447877275649,0,0,1chesTinho,https://twitter.com/1chesTinho/status/1287336689153843201
"rcmp leaves stroke victim in jail cell for 18 hours thinking he was drunk, says lawsuit | cbc news",2020-07-26 07:00:00+00:00,,,1.28728E+18,,https://twitter.com/AddictionAMS/status/1287281497578250240,1,0,,https://www.cbc.ca/news/canada/calgary/rcmp-jail-cell-stroke-drunk-tank-1.5459539?__vfz=medium%3Dsharebar
"hamilton police chief open to other agencies responding to mental health, addictions calls | cbc news",2020-07-26 06:56:04+00:00,,,1.28728E+18,,https://twitter.com/AddictionAMS/status/1287280509748277249,0,0,,https://www.cbc.ca/news/canada/hamilton/hamilton-police-chief-open-to-other-agencies-responding-to-mental-health-addictions-calls-1.5661845?__vfz=medium%3Dsharebar
premier rejects harm reduction model during funding announcement for new addiction recovery centres | cbc news https://www.cbc.ca/news/canada/calgary/alberta-addiction-recovery harm reduction aims to reduce fatality rates and the harm associated with drug use acknowledging that abstinence is not always a realistic goal,2020-07-26 06:49:42+00:00,,,1.28728E+18,,https://twitter.com/AddictionAMS/status/1287278908119777280,0,0,,https://www.cbc.ca/news/canada/calgary/alberta-addiction-recovery
deadly force,2020-07-25 10:10:19+00:00,,,1.28697E+18,,https://twitter.com/AddictionAMS/status/1286967004209885186,0,0,,https://newsinteractives.cbc.ca/fatalpoliceencounters/
"thank you tracey  for sharing your wisdom. there is hope - never, ever give up and never, ever give up on those you love who are struggling. like you, my son struggled for 23 years and like your story he is living his best adult life https://twitter.com/traceyh415/status/1286439057623416832",2020-07-24 19:55:20+00:00,,,1.28675E+18,@traceyh415,https://twitter.com/AddictionAMS/status/1286751842307698688,0,0,,https://twitter.com/traceyh415/status/1286439057623416832
"3)the day the video was made public, iio of b.c. sent investigators const. joshua grafton was charged in june with assault, assault with a weapon and obstruction of justice. const. wayne connell and const. kyle sharpe were charged with assault causing bodily harm. videos!!",2020-07-24 19:40:37+00:00,,,1.28675E+18,,https://twitter.com/AddictionAMS/status/1286748138078760960,0,0,,
"2)the notice said grafton kicked aubichon in the stomach and hit him with a police baton while he was laying on the ground, ""semi-conscious."" police have previously said the case involved two suspects who were evading arrest in a stolen truck.",2020-07-24 19:40:37+00:00,,,1.28675E+18,,https://twitter.com/AddictionAMS/status/1286748137244078080,1,0,,
"1)grafton encouraged the dog to continue biting the plaintiff, even though grafton could hear the plaintiff screaming in agony and begging grafton to stop the dog,"" ""grafton's conduct ... was physically and psychologically abusive and repetitive in the extreme.""",2020-07-24 19:40:36+00:00,,,1.28675E+18,,https://twitter.com/AddictionAMS/status/1286748136396881920,1,0,,
"indigenous man sues rcmp in b.c., claiming 'abusive' use of police dog left him in 'agony' | cbc news",2020-07-24 19:40:36+00:00,,,1.28675E+18,,https://twitter.com/AddictionAMS/status/1286748135436386304,1,0,,https://www.cbc.ca/news/canada/british-columbia/cuyler-richard-aubichon-lawsuit-joshua-grafton-prince-george-rcmp-1.5661710?__vfz=medium%3Dsharebar
"and why did this take 29 years??? because too many ""good"" policemen looked the other way!!",2020-07-24 19:25:56+00:00,,,1.28674E+18,,https://twitter.com/AddictionAMS/status/1286744441554837504,0,0,,
"moose jaw police allege fired cop has decades-long history of misconduct, including assaults, deception | cbc news",2020-07-24 19:23:20+00:00,,,1.28674E+18,,https://twitter.com/AddictionAMS/status/1286743790129094656,1,0,,https://www.cbc.ca/news/canada/saskatchewan/alan-murdock-dismissal-order-allegations-1.5660991?__vfz=medium%3Dsharebar
rcmp's watchdog says force isn't listening to its recommendations on use of force in wellness calls | cbc news,2020-07-24 19:22:19+00:00,,,1.28674E+18,,https://twitter.com/AddictionAMS/status/1286743533697642497,0,0,,https://www.cbc.ca/news/politics/systemic-racism-policing-study-1.5661662?__vfz=medium%3Dsharebar
"5) how can officers say there may be ""one bad apple in the barrel"" seems to me there are many rotten barrels!!!! this has to end. it is every day - every single day indigenous people, visible minorities, those struggling with addiction and/or mental illness are being abused",2020-07-24 19:20:23+00:00,,,1.28674E+18,,https://twitter.com/AddictionAMS/status/1286743045275148289,0,0,,
4)the document alleges that the officers falsely claimed that keeshig fell off his bike when he arrived at may's home and was carrying an open can of beer. the video clearly shows he was walking his bike when he arrived and was not holding a can of beer,2020-07-24 19:20:22+00:00,,,1.28674E+18,,https://twitter.com/AddictionAMS/status/1286743044482465792,1,0,,
"3) ""i basically slept beside my own excrement,"" may said. ""i guess they were trying to humiliate me."" the officers ""falsified their police notes and other official records,"" claiming may was in a fighting stance",2020-07-24 19:20:22+00:00,,,1.28674E+18,,https://twitter.com/AddictionAMS/status/1286743043714846721,1,0,,
"2)may was tasered so many times that he became incontinent. the opp did not provide him with a change of clothes or any blankets while he was in the holding cell overnight. he was forced to wash his soiled clothes in the toilet bowl, which he couldn't flush.",2020-07-24 19:20:22+00:00,,,1.28674E+18,,https://twitter.com/AddictionAMS/status/1286743042955702273,1,0,,
"'illegal assault' on first nation brothers by police caught on video was racist, lawsuit alleges | cbc news https://www.cbc.ca/news/indigenous/first-nations-police-video-lawsuit-1.5661097?__vfz=medium%3dsharebar 1)""police falsified police notes, falsely accused both brothers of offences they did not commit and wrongly charged mr. may of assaulting police,""",2020-07-24 19:20:22+00:00,,,1.28674E+18,,https://twitter.com/AddictionAMS/status/1286743042007867393,1,0,,https://www.cbc.ca/news/indigenous/first-nations-police-video-lawsuit-1.5661097?__vfz=medium%3Dsharebar
".....""to me, as a parent and a scientist and a clinician, that is the crux of the issue. we're not looking after patients when they leave hospitals and that's the real downfall of the system.""",2020-07-23 07:21:11+00:00,,,1.2862E+18,,https://twitter.com/AddictionAMS/status/1286199666573361152,0,0,,
"b.c. legislation to detain youth who overdose could do more harm than good: doctor | cbc news https://www.cbc.ca/news/canada/british-columbia/bc-overdose-detain-legislation-1.5659762?__vfz=medium%3dsharebar we have people admitted to withdrawal management centres within acute care settings and we discharge them to nothing,"" he said......",2020-07-23 07:21:11+00:00,,,1.2862E+18,,https://twitter.com/AddictionAMS/status/1286199665675792384,1,0,,https://www.cbc.ca/news/canada/british-columbia/bc-overdose-detain-legislation-1.5659762?__vfz=medium%3Dsharebar
"lawsuit over social worker who allegedly stole from foster kids underscores flaws in b.c. child welfare system | cbc news https://www.cbc.ca/news/canada/british-columbia/robert-riley-saunders-racism-foster-children-1.5657581?__vfz=medium%3dsharebar ""it's had a huge impact on these kids. and no one will ever know what impact it's had.""",2020-07-23 07:04:06+00:00,,,1.2862E+18,,https://twitter.com/AddictionAMS/status/1286195368959475718,1,1,,https://www.cbc.ca/news/canada/british-columbia/robert-riley-saunders-racism-foster-children-1.5657581?__vfz=medium%3Dsharebar
b.c. premier formally asks federal government to decriminalize illegal drugs | http://globalnews.ca,2020-07-21 20:36:03+00:00,,,1.28567E+18,,https://twitter.com/AddictionAMS/status/1285674925861285888,0,0,,"http://Globalnews.ca,https://globalnews.ca/news/7199147/horgan-decriminalize-illegal-drugs/"
"former rcmp officers reflect on how to fix policing in the north | cbc news https://www.cbc.ca/news/canada/north/indigenous-rcmp-policing-north-1.5654513?__vfz=medium%3dsharebar ""increasingly, top officials, from the rcmp's commissioner to the prime minister, are recognizing the systemic racism that pervades the force"".",2020-07-21 12:10:51+00:00,,,1.28555E+18,,https://twitter.com/AddictionAMS/status/1285547786880995329,0,0,,https://www.cbc.ca/news/canada/north/indigenous-rcmp-policing-north-1.5654513?__vfz=medium%3Dsharebar
"drug possibly laced with fentanyl causing overdoses in kenora, ont. | cbc news",2020-07-21 11:56:08+00:00,,,1.28554E+18,,https://twitter.com/AddictionAMS/status/1285544085017620481,0,1,,https://www.cbc.ca/news/canada/manitoba/purple-yellow-down-fentanyl-overdose-kenora-ontario-1.5656786?__vfz=medium%3Dsharebar
